PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,pic,corrAns,rt1,polygon.started,polygon.stopped,key_stim.keys,key_stim.corr,key_stim.started,key_stim.stopped,admin,participant,session,date,frameRate,
,,,,,,0.5,6.001966899999388,None,None,0,6.518248799999128,None,,,,,,
