pic,corrAns,PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,rt1,polygon.started,polygon.stopped,key_stim.keys,key_stim.corr,key_stim.started,key_stim.stopped,text_fb.started,text_fb.stopped,admin,participant,session,date,frameRate,
picResource\go_nogo\purpleRect.png,None,0,0,0,7,0.9,6.695055700001831,None,None,1,7.611038400002144,None,9.125853199999256,None,testAdmin,participantTest1,1,2022_May_06_2101,60.10099370921048,
,,,,,,1.0,10.109314199999062,None,None,0,11.108483500000148,None,,,,,,,,
