PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,pic,corrAns,rt1,polygon.started,polygon.stopped,key_stim.keys,key_stim.corr,key_stim.started,key_stim.stopped,admin,participant,session,date,frameRate,
,,,,,,0.5,102.08391540008597,None,None,1,102.6334143000422,None,,,,,,
