PracticeTrials.thisRepN,PracticeTrials.thisTrialN,PracticeTrials.thisN,PracticeTrials.thisIndex,pic,corrAns,rt1,polygon.started,polygon.stopped,key_stim.keys,key_stim.corr,key_stim.started,key_stim.stopped,admin,participant,session,date,frameRate,
,,,,,,0.5,7.9403336999967,None,None,0,8.455649799994717,None,,,,,,
